# =========================================
# Summary of Simulation Results (Bicycle Trajectories)
# Generated on: 2025-08-31 16:14:04
# Step length: 0.1 seconds
# =========================================
#
# -----------------------------------------
# Units explanation:
# -----------------------------------------
# time_step: current simulation time step
# x_coord, y_coord: UTM coordinates in meters (EPSG:32632)
# speed: meters per second (m/s)
# angle: degrees (0-360, clockwise from north)
# acceleration: meters per second squared (m/s^2)
# lateral_speed: meters per  second (m/s)
# slope: road gradient in degrees
# distance: cumulative distance traveled in meters
# lane_position: ...
# is_detected: if bicycle is detected by any observer (0: no, 1: yes)
# detecting_observers: list of observer IDs that detected the bicycle
# in_test_area: if bicycle is in test area (0: no, 1: yes)
# next_tl_id: ID of the next traffic light on the route
# next_tl_distance: distance to the next traffic light in meters
# next_tl_state: current state of the relevant signal (r/y/g/G)
# next_tl_index: index of the relevant signal within the traffic light
# -----------------------------------------

time_step,vehicle_id,vehicle_type,x_coord,y_coord,speed,angle,acceleration,lateral_speed,slope,distance,route_id,lane_id,edge_id,lane_position,lane_index,is_detected,detecting_observers,in_test_area,next_tl_id,next_tl_distance,next_tl_state,next_tl_index
43,vehicle_1,DEFAULT_BIKETYPE,691062.5328560991,5336024.091987422,4.172113754475743,21.353532898485593,0.8193256405647897,0.0,0.0,9.456844208116038,!vehicle_1!var#1,51476080#4_1,51476080#4,11.15684420811604,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,101.53315579188396,g,20
44,vehicle_1,DEFAULT_BIKETYPE,691062.6875613328,5336024.487693004,4.248297618489035,21.353532898485593,0.7618386401329236,0.0,0.0,9.881673969964943,!vehicle_1!var#1,51476080#4_1,51476080#4,11.581673969964942,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,101.10832603003506,g,20
45,vehicle_1,DEFAULT_BIKETYPE,691062.8445310647,5336024.88919073,4.310482094531202,21.353532898481802,0.6218447604216681,0.0,0.0,10.312722179418063,!vehicle_1!var#1,51476080#4_1,51476080#4,12.012722179418063,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,100.67727782058193,g,20
46,vehicle_1,DEFAULT_BIKETYPE,691063.0037764248,5336025.296509064,4.372972187252039,21.353532898485593,0.6249009272083672,0.0,0.0,10.750019398143266,!vehicle_1!var#1,51476080#4_1,51476080#4,12.450019398143267,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,100.23998060185673,g,20
47,vehicle_1,DEFAULT_BIKETYPE,691063.1657458805,5336025.710795099,4.447777473825285,21.353532898485593,0.7480528657324648,0.0,0.0,11.194797145525797,!vehicle_1!var#1,51476080#4_1,51476080#4,12.894797145525796,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,99.79520285447421,g,20
48,vehicle_1,DEFAULT_BIKETYPE,691063.3301712685,5336026.131362926,4.515218832787381,21.353532898485593,0.6744135896209613,0.0,0.0,11.646319028804534,!vehicle_1!var#1,51476080#4_1,51476080#4,13.346319028804535,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,99.34368097119547,g,20
49,vehicle_1,DEFAULT_BIKETYPE,691063.4971421163,5336026.558441539,4.5851186679315505,21.353532898485593,0.6989983514416931,0.0,0.0,12.10483089559769,!vehicle_1!var#1,51476080#4_1,51476080#4,13.80483089559769,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,98.88516910440231,g,20
50,vehicle_1,DEFAULT_BIKETYPE,691063.6682794761,5336026.996177273,4.699533573110843,21.353532898485593,1.1441490517929243,0.0,0.0,12.574784252908774,!vehicle_1!var#1,51476080#4_1,51476080#4,14.274784252908773,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,98.41521574709122,g,20
51,vehicle_1,DEFAULT_BIKETYPE,691063.8428239881,5336027.44262783,4.793095983337866,21.353532898481802,0.9356241022702338,0.0,0.0,13.054093851242559,!vehicle_1!var#1,51476080#4_1,51476080#4,14.75409385124256,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,97.93590614875744,g,20
52,vehicle_1,DEFAULT_BIKETYPE,691064.0209066067,5336027.89812817,4.890254503848286,21.353532898485593,0.9715852051041995,0.0,0.0,13.543119301627389,!vehicle_1!var#1,51476080#4_1,51476080#4,15.243119301627388,1,0,-,0,cluster_10824610463_1578496208_2155840709_8748689416__4more,97.44688069837261,g,20
